Наименование товара,Токенизированное наименование,Единица измерения,Цена в чеке,Кол-во единиц,Дата,Регион,kkt,ОКАТО,Товар представитель,Объем,Требуемая упаковка,Цена за требуемую упаковку,Факт упаковка
809 Бананы 1кг,бананы 1 кг,кг,61.74,0.84,2019-01-27,"Нижегородская область, НИЖНИЙ НОВГОРОД Г",c2f38c6026ec4f13a0c9c0c953fd4685,22401000000,Бананы,0.84,1,61.74,1.0
809 Бананы 1кг,бананы 1 кг,кг,64.99,0.755,2019-01-27,"Нижегородская область, Нижний Новгород",fc560b952a52bdefa71dbda1255c37d2,22401000000,Бананы,0.76,1,64.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,61.72,0.67,2019-01-27,"Нижегородская область, Нижний Новгород",fc560b952a52bdefa71dbda1255c37d2,22401000000,Бананы,0.67,1,61.72,1.0
809 Бананы 1кг,бананы 1 кг,кг,64.99,1.18,2019-01-27,"Нижегородская область, Нижний Новгород",fc560b952a52bdefa71dbda1255c37d2,22401000000,Бананы,1.18,1,64.99,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,68.6,0.76,2019-01-27,"Волгоградская область, г Волгоград",f6d9245cd45f5027f118f6ac7b2848cf,18401000000,Бананы,0.76,1,68.6,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,67.9,0.826,2019-01-27,"Смоленская область, р-н Ярцевский, г Ярцево",3af7ea1528e574c6b999ec3b2b200a38,66258501000,Бананы,0.83,1,67.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,1.198,2019-01-27,"Оренбургская область, г Оренбург",4e8046137ab822437a92e9221e433c8d,53401000000,Бананы,1.2,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,0.884,2019-01-27,"Оренбургская область, г Оренбург",4e8046137ab822437a92e9221e433c8d,53401000000,Бананы,0.88,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,1.202,2019-01-27,"Оренбургская область, г Оренбург",4e8046137ab822437a92e9221e433c8d,53401000000,Бананы,1.2,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,0.878,2019-01-27,"Оренбургская область, г Оренбург",4e8046137ab822437a92e9221e433c8d,53401000000,Бананы,0.88,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,0.556,2019-01-27,"Оренбургская область, г Оренбург",4e8046137ab822437a92e9221e433c8d,53401000000,Бананы,0.56,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,0.728,2019-01-27,"Оренбургская область, г Оренбург",4e8046137ab822437a92e9221e433c8d,53401000000,Бананы,0.73,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,0.742,2019-01-27,"Оренбургская область, г Оренбург",4e8046137ab822437a92e9221e433c8d,53401000000,Бананы,0.74,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,1.702,2019-01-27,"Кемеровская область - Кузбасс, г Ленинск-Кузнецкий",a7a3bd2d89e03f75ac14c1c79251d02b,32419000000,Бананы,1.7,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.804,2019-01-27,"Кемеровская область - Кузбасс, г Ленинск-Кузнецкий",a7a3bd2d89e03f75ac14c1c79251d02b,32419000000,Бананы,0.8,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,1.448,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,1.45,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.944,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.94,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.826,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.83,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,1.514,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,1.51,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.424,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.42,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,1.54,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,1.54,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.81,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.81,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.676,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.68,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.59,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.59,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.984,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.98,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.918,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.92,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.382,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,0.38,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,53.72,1.138,2019-01-27,"Кемеровская область - Кузбасс, г. Кемерово",3d7f1bbc1ec44e5b9ac80c8e32b3a03d,32401000000,Бананы,1.14,1,53.72,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.642,2019-01-27,"Кемеровская область - Кузбасс, г. Анжеро-Судженск",04731c5b489afa50ee2bcc0f1bcfd001,32404000000,Бананы,0.64,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.842,2019-01-27,"Кемеровская область - Кузбасс, г. Анжеро-Судженск",04731c5b489afa50ee2bcc0f1bcfd001,32404000000,Бананы,0.84,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,0.586,2019-01-27,"Пензенская область, г Пенза",857e7e193fe279ddb19ada0d4361d4ae,56401000000,Бананы,0.59,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,1.012,2019-01-27,"Пензенская область, г Пенза",857e7e193fe279ddb19ada0d4361d4ae,56401000000,Бананы,1.01,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,1.092,2019-01-27,"Пензенская область, г Пенза",857e7e193fe279ddb19ada0d4361d4ae,56401000000,Бананы,1.09,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,0.852,2019-01-27,"Пензенская область, г Пенза",857e7e193fe279ddb19ada0d4361d4ae,56401000000,Бананы,0.85,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,1.408,2019-01-27,"Пензенская область, г Пенза",857e7e193fe279ddb19ada0d4361d4ae,56401000000,Бананы,1.41,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,0.778,2019-01-27,"Пензенская область, г Пенза",857e7e193fe279ddb19ada0d4361d4ae,56401000000,Бананы,0.78,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,0.786,2019-01-27,"Пензенская область, г Пенза",857e7e193fe279ddb19ada0d4361d4ae,56401000000,Бананы,0.79,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,0.422,2019-01-27,"Псковская область, г Псков",552c19e45b4e16f1cb558f4f5f92c802,58401000000,Бананы,0.42,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,0.71,2019-01-27,"Псковская область, г Псков",552c19e45b4e16f1cb558f4f5f92c802,58401000000,Бананы,0.71,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,1.228,2019-01-27,"Псковская область, г Псков",552c19e45b4e16f1cb558f4f5f92c802,58401000000,Бананы,1.23,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.466,2019-01-27,"Ульяновская область, г Димитровград",8270c31cb6cec8a7de36570fb0e45b22,73405000000,Бананы,0.47,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.822,2019-01-27,"Ульяновская область, г Димитровград",8270c31cb6cec8a7de36570fb0e45b22,73405000000,Бананы,0.82,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.502,2019-01-27,"Ульяновская область, г Димитровград",8270c31cb6cec8a7de36570fb0e45b22,73405000000,Бананы,0.5,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.906,2019-01-27,"Ульяновская область, г Димитровград",8270c31cb6cec8a7de36570fb0e45b22,73405000000,Бананы,0.91,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.54,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.54,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,1.328,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,1.33,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,1.958,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,1.96,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,1.28,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,1.28,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.414,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.41,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.494,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.49,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.472,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.47,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,1.19,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,1.19,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.45,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.45,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.738,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.74,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,1.538,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,1.54,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,1.1,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,1.1,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.494,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.49,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,0.898,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,0.9,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.0,1.294,2019-01-27,"Оренбургская область, г Оренбург",f1cebe1ffa1724c0ad3462699c8423ae,53401000000,Бананы,1.29,1,63.0,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.71,2019-01-27,"Ульяновская область, г Ульяновск",ea5f78ff7edc419cec42a8a5b05878f7,73401000000,Бананы,0.71,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,72.9,0.426,2019-01-27,"Чувашская Республика - Чувашия, г Новочебоксарск",6cd362f2b6cd38722f5b9fb968837739,97410000000,Бананы,0.43,1,72.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.91,2019-01-27,"Астраханская область, г Астрахань",2a39e487c8aad2a234fc69aa67accd6c,12401000000,Бананы,0.91,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.908,2019-01-27,"Астраханская область, г Астрахань",2a39e487c8aad2a234fc69aa67accd6c,12401000000,Бананы,0.91,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,1.146,2019-01-27,"Астраханская область, г Астрахань",2a39e487c8aad2a234fc69aa67accd6c,12401000000,Бананы,1.15,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,1.408,2019-01-27,"Астраханская область, г Астрахань",2a39e487c8aad2a234fc69aa67accd6c,12401000000,Бананы,1.41,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.87,0.772,2019-01-27,"Астраханская область, г Астрахань",2a39e487c8aad2a234fc69aa67accd6c,12401000000,Бананы,0.77,1,61.87,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.3,2019-01-27,"Астраханская область, г Астрахань",2a39e487c8aad2a234fc69aa67accd6c,12401000000,Бананы,0.3,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,67.9,0.606,2019-01-27,"Астраханская область, г Астрахань",16239b85e9533a91aea0a93fafe48452,12401000000,Бананы,0.61,1,67.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,67.9,1.416,2019-01-27,"Астраханская область, г Астрахань",16239b85e9533a91aea0a93fafe48452,12401000000,Бананы,1.42,1,67.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.368,2019-01-27,"Ульяновская область, г Ульяновск",724fbc2d4474b7a19fb4ce58ed4b0c78,73401000000,Бананы,0.37,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.88,2019-01-27,"Ульяновская область, г Ульяновск",494bbf8f45dd6944e4b58b6d2891b378,73401000000,Бананы,0.88,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.366,2019-01-27,"Ульяновская область, г Ульяновск",494bbf8f45dd6944e4b58b6d2891b378,73401000000,Бананы,0.37,1,63.9,1.0
809 Бананы 1кг,бананы 1 кг,кг,64.99,0.31,2019-01-27,"Нижегородская область, НИЖНИЙ НОВГОРОД Г",cf1c975780114160b215c75c6fceb85f,22401000000,Бананы,0.31,1,64.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,61.73,0.38,2019-01-27,"Нижегородская область, НИЖНИЙ НОВГОРОД Г",cf1c975780114160b215c75c6fceb85f,22401000000,Бананы,0.38,1,61.73,1.0
809 Бананы 1кг,бананы 1 кг,кг,67.99,1.615,2019-01-27,"Челябинская область, Саткинский р-",d0c2e11e893403bf64efdb063aa64f63,75249000000,Бананы,1.61,1,67.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,64.58,1.465,2019-01-27,"Челябинская область, Саткинский р-",d0c2e11e893403bf64efdb063aa64f63,75249000000,Бананы,1.47,1,64.58,1.0
809 Бананы 1кг,бананы 1 кг,кг,67.99,0.165,2019-01-27,"Челябинская область, ЗЛАТОУСТ Г",cc949369887c415d99464fb8aa061cbb,75412000000,Бананы,0.17,1,67.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,64.57,0.84,2019-01-27,"Челябинская область, ЗЛАТОУСТ Г",cc949369887c415d99464fb8aa061cbb,75412000000,Бананы,0.84,1,64.57,1.0
809 Бананы 1кг,бананы 1 кг,кг,67.99,0.41,2019-01-27,"Челябинская область, ЗЛАТОУСТ Г",cc949369887c415d99464fb8aa061cbb,75412000000,Бананы,0.41,1,67.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,64.58,1.395,2019-01-27,"Челябинская область, ЗЛАТОУСТ Г",cc949369887c415d99464fb8aa061cbb,75412000000,Бананы,1.4,1,64.58,1.0
809 Бананы 1кг,бананы 1 кг,кг,64.59,0.45,2019-01-27,"Челябинская область, ЗЛАТОУСТ Г",cc949369887c415d99464fb8aa061cbb,75412000000,Бананы,0.45,1,64.59,1.0
809 Бананы 1кг,бананы 1 кг,кг,67.99,0.845,2019-01-27,"Тверская область, ЛИХОСЛАВЛЬСКИЙ Р-",c627b6c07b46856a0bd9adb00e49b785,28238000000,Бананы,0.84,1,67.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,69.99,1.36,2019-01-27,"Белгородская область, Белгород",1d30de1b567eaf89337feb9657d04349,14401000000,Бананы,1.36,1,69.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,69.99,0.245,2019-01-27,"Белгородская область, Белгород",1d30de1b567eaf89337feb9657d04349,14401000000,Бананы,0.24,1,69.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,43.61,1.465,2019-01-27,"Ростовская область, РОСТОВ-НА-ДОНУ Г",fd125617b8ac8a15300d58feded9e045,60401000000,Бананы,1.47,1,43.61,1.0
809 Бананы 1кг,бананы 1 кг,кг,71.99,1.115,2019-01-27,"Ростовская область, РОСТОВ-НА-ДОНУ Г",fd125617b8ac8a15300d58feded9e045,60401000000,Бананы,1.11,1,71.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,69.99,1.995,2019-01-27,"Белгородская область, Алексеевский р-",f2f00f203af4f943d1b0e23674f49d3e,14205000000,Бананы,2.0,1,69.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,69.99,2.605,2019-01-27,"Белгородская область, Алексеевский р-",f2f00f203af4f943d1b0e23674f49d3e,14205000000,Бананы,2.6,1,69.99,1.0
809 Бананы 1кг,бананы 1 кг,кг,66.59,1.175,2019-01-27,"Брянская область, ПОЧЕПСКИЙ Р-Н, РЕЧИЦА П",a49701064a6bc9066960845b348e8f35,15244881001,Бананы,1.18,1,66.59,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,1.088,2019-01-27,"Владимирская область, г Муром",247859659316f9fc7c20b5cac21e29b8,17435000000,Бананы,1.09,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,0.634,2019-01-27,"Владимирская область, г Муром",247859659316f9fc7c20b5cac21e29b8,17435000000,Бананы,0.63,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,0.738,2019-01-27,"Владимирская область, г Муром",247859659316f9fc7c20b5cac21e29b8,17435000000,Бананы,0.74,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,1.006,2019-01-27,"Тульская область, р-н Алексинский, г Алексин",973eb40064d4097dfa1b1ba9dcedce3d,70202501000,Бананы,1.01,1,65.9,1.0
CATTIEN FRUIT Бананы суш200г(К,цаттиен фруит бананы суш 200 г к,кг,99.0,1,2019-01-27,"Тульская область, р-н Алексинский, г Алексин",973eb40064d4097dfa1b1ba9dcedce3d,70202501000,Бананы,0.2,1,495.0,0.2
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,0.874,2019-01-27,"Тульская область, р-н Алексинский, г Алексин",973eb40064d4097dfa1b1ba9dcedce3d,70202501000,Бананы,0.87,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.9,1.28,2019-01-27,"Тульская область, р-н Алексинский, г Алексин",973eb40064d4097dfa1b1ba9dcedce3d,70202501000,Бананы,1.28,1,65.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.386,2019-01-27,"Смоленская область, р-н Ярцевский, г Ярцево",b97f5bba1281384e03ffc68a09c4e926,66258501000,Бананы,0.39,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.386,2019-01-27,"Смоленская область, р-н Ярцевский, г Ярцево",b97f5bba1281384e03ffc68a09c4e926,66258501000,Бананы,0.39,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,0.782,2019-01-27,"Саратовская область, г Балаково",1c37a84177216c9760a53890dbc1d27b,63207501000,Бананы,0.78,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,1.446,2019-01-27,"Саратовская область, г Балаково",1c37a84177216c9760a53890dbc1d27b,63207501000,Бананы,1.45,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,65.86,1.272,2019-01-27,"Свердловская область, г. Новоуральск",2b3c986f9800f8ecbfbc40aa614e7a9c,65540000000,Бананы,1.27,1,65.86,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,69.9,0.442,2019-01-27,"Свердловская область, г. Новоуральск",2b3c986f9800f8ecbfbc40aa614e7a9c,65540000000,Бананы,0.44,1,69.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.786,2019-01-27,"Ульяновская область, г Ульяновск",a930451e8e36ff1b8158643c6287337a,73401000000,Бананы,0.79,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,74.2,0.994,2019-01-27,"Краснодарский край, р-н Новокубанский, г Новокубанск",4574910bde7a29399def1b68fd52413a,03234501000,Бананы,0.99,1,74.2,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,1.01,2019-01-27,"Саратовская область, г. Балаково",30d3b317f669c411f52f63fede6de3ba,63207501000,Бананы,1.01,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,57.9,0.86,2019-01-27,"Саратовская область, г. Балаково",30d3b317f669c411f52f63fede6de3ba,63207501000,Бананы,0.86,1,57.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,1.056,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,1.06,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,1.886,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,1.89,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.85,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.85,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,1.044,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,1.04,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.872,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.87,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.458,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.46,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,1.455,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,1.46,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.964,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.96,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.876,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.88,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,1.216,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,1.22,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,1.118,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,1.12,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.654,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.65,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.32,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.32,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.884,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.88,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,0.78,2019-01-27,"Саратовская область, Саратов г",2ed172aaa9ad173c9a67ea711e7b69de,63401000000,Бананы,0.78,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,56.9,1.17,2019-01-27,"Саратовская область, г Энгельс",a19ce0da18bea8b378a2f05829f0c57a,63250501000,Бананы,1.17,1,56.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,56.9,0.906,2019-01-27,"Саратовская область, г Энгельс",a19ce0da18bea8b378a2f05829f0c57a,63250501000,Бананы,0.91,1,56.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,56.9,0.784,2019-01-27,"Саратовская область, г Энгельс",a19ce0da18bea8b378a2f05829f0c57a,63250501000,Бананы,0.78,1,56.9,1.0
